,train,val,test
0,h0001,h0082,h0055
1,h0003,h0096,h0079
2,h0004,h0132,h0321
3,h0005,h0165,h0337
4,h0006,h0172,h0360
5,h0008,h0179,h0390
6,h0009,h0209,h0417
7,h0010,h0391,h0418
8,h0012,h0394,h0547
9,h0013,h0448,h0882
10,h0016,h0463,h0926
11,h0017,h0536,h0969
12,h0018,h0568,h0972
13,h0019,h0576,h1083
14,h0020,h0626,h1104
15,h0021,h0647,h1122
16,h0022,h0733,h1152
17,h0023,h0866,h1211
18,h0025,h0920,h1235
19,h0026,h0965,h1389
20,h0027,h0971,h1489
21,h0028,h1011,h1572
22,h0030,h1072,h1650
23,h0031,h1145,h1701
24,h0032,h1158,h1703
25,h0033,h1236,h1868
26,h0034,h1246,h1884
27,h0035,h1355,h1928
28,h0036,h1370,h1935
29,h0038,h1371,h1966
30,h0039,h1408,h2057
31,h0040,h1450,h2084
32,h0041,h1494,h2091
33,h0042,h1496,h2104
34,h0043,h1553,h2119
35,h0044,h1554,h2168
36,h0045,h1567,h2220
37,h0046,h1699,h2242
38,h0048,h1764,h2257
39,h0049,h1816,h2261
40,h0050,h1826,h2271
41,h0051,h1864,h2282
42,h0053,h1883,h2296
43,h0054,h1894,h2391
44,h0056,h1978,h2471
45,h0057,h1991,h2492
46,h0060,h2007,h2496
47,h0061,h2083,h2573
48,h0062,h2117,h2590
49,h0063,h2206,h2749
50,h0064,h2228,h2823
51,h0066,h2254,h2900
52,h0067,h2394,h2916
53,h0069,h2446,h2992
54,h0070,h2474,h3101
55,h0071,h2519,h3146
56,h0072,h2534,h3148
57,h0073,h2538,h3157
58,h0074,h2582,h3219
59,h0075,h2614,h3224
60,h0076,h2687,h3233
61,h0078,h2797,h3259
62,h0080,h2890,h3332
63,h0081,h2920,h3420
64,h0083,h3013,h3436
65,h0084,h3066,h3441
66,h0085,h3070,h3467
67,h0087,h3182,h3480
68,h0088,h3251,h3542
69,h0090,h3288,h3614
70,h0091,h3336,h3643
71,h0093,h3416,h3729
72,h0094,h3581,h3763
73,h0095,h3835,h3862
74,h0097,h3840,h3879
75,h0098,h3853,h3916
76,h0100,h3876,h4024
77,h0101,h3911,h4061
78,h0102,h3942,h4155
79,h0103,h4015,h4180
80,h0104,h4080,h4191
81,h0105,h4100,h4307
82,h0107,h4124,h4326
83,h0108,h4136,h4449
84,h0111,h4158,h4566
85,h0112,h4179,h4568
86,h0113,h4229,h4611
87,h0114,h4254,h4653
88,h0115,h4348,h4660
89,h0116,h4379,h4725
90,h0117,h4676,h4745
91,h0118,h4691,h4794
92,h0119,h4727,h4831
93,h0120,h4760,h4855
94,h0121,h4775,h4905
95,h0122,h4777,h4943
96,h0123,h4789,h4973
97,h0124,h4797,h4983
98,h0125,h4829,h4989
99,h0126,h4844,h4996
100,h0127,tb0004,tb0003
101,h0129,tb0017,tb0009
102,h0131,tb0019,tb0021
103,h0133,tb0032,tb0028
104,h0134,tb0040,tb0030
105,h0135,tb0049,tb0033
106,h0137,tb0063,tb0042
107,h0138,tb0068,tb0043
108,h0140,tb0096,tb0059
109,h0141,tb0104,tb0066
110,h0142,tb0138,tb0075
111,h0143,tb0145,tb0077
112,h0144,tb0147,tb0083
113,h0145,tb0150,tb0085
114,h0146,tb0175,tb0088
115,h0147,tb0193,tb0089
116,h0149,tb0223,tb0114
117,h0150,tb0236,tb0129
118,h0152,tb0238,tb0140
119,h0153,tb0248,tb0151
120,h0154,tb0253,tb0167
121,h0155,tb0255,tb0192
122,h0156,tb0269,tb0206
123,h0157,tb0289,tb0217
124,h0158,tb0305,tb0239
125,h0159,tb0309,tb0250
126,h0160,tb0348,tb0275
127,h0161,tb0369,tb0280
128,h0163,tb0393,tb0286
129,h0164,tb0405,tb0316
130,h0166,tb0413,tb0318
131,h0167,tb0420,tb0326
132,h0168,tb0442,tb0333
133,h0169,tb0469,tb0336
134,h0170,tb0472,tb0349
135,h0171,tb0478,tb0361
136,h0174,tb0497,tb0371
137,h0176,tb0499,tb0374
138,h0178,tb0505,tb0397
139,h0180,tb0507,tb0408
140,h0181,tb0532,tb0418
141,h0182,tb0538,tb0425
142,h0184,tb0569,tb0433
143,h0186,tb0595,tb0455
144,h0187,tb0609,tb0460
145,h0188,tb0620,tb0479
146,h0189,tb0621,tb0487
147,h0190,tb0623,tb0493
148,h0192,tb0635,tb0506
149,h0193,tb0640,tb0542
150,h0194,tb0642,tb0550
151,h0195,tb0643,tb0567
152,h0196,tb0644,tb0575
153,h0198,tb0667,tb0577
154,h0199,tb0684,tb0586
155,h0201,tb0686,tb0592
156,h0202,tb0724,tb0645
157,h0203,tb0734,tb0654
158,h0204,tb0750,tb0668
159,h0208,tb0752,tb0676
160,h0210,tb0759,tb0717
161,h0212,tb0784,tb0721
162,h0213,tb0786,tb0739
163,h0214,tb0790,tb0742
164,h0216,tb0796,tb0743
165,h0217,tb0806,tb0762
166,h0218,tb0813,tb0767
167,h0219,tb0814,tb0777
168,h0221,tb0816,tb0798
169,h0223,tb0823,tb0799
170,h0224,tb0831,tb0824
171,h0225,tb0849,tb0851
172,h0227,tb0867,tb0853
173,h0230,tb0875,tb0860
174,h0231,tb0881,tb0864
175,h0232,tb0888,tb0865
176,h0233,tb0898,tb0876
177,h0234,tb0903,tb0897
178,h0235,tb0930,tb0900
179,h0236,tb0954,tb0914
180,h0237,tb0955,tb0919
181,h0238,tb0964,tb0953
182,h0239,tb0995,tb0961
183,h0241,tb0999,tb0965
184,h0242,tb1019,tb0974
185,h0243,tb1022,tb0982
186,h0244,tb1029,tb0984
187,h0245,tb1031,tb1015
188,h0246,tb1044,tb1017
189,h0247,tb1065,tb1020
190,h0248,tb1075,tb1041
191,h0249,tb1079,tb1045
192,h0250,tb1084,tb1066
193,h0251,tb1086,tb1131
194,h0252,tb1092,tb1139
195,h0254,tb1114,tb1148
196,h0255,tb1163,tb1156
197,h0258,tb1165,tb1183
198,h0259,tb1166,tb1196
199,h0261,tb1175,tb1197
200,h0262,,
201,h0263,,
202,h0264,,
203,h0265,,
204,h0267,,
205,h0268,,
206,h0269,,
207,h0270,,
208,h0272,,
209,h0273,,
210,h0276,,
211,h0277,,
212,h0278,,
213,h0279,,
214,h0281,,
215,h0282,,
216,h0283,,
217,h0284,,
218,h0285,,
219,h0286,,
220,h0287,,
221,h0288,,
222,h0289,,
223,h0290,,
224,h0291,,
225,h0292,,
226,h0293,,
227,h0294,,
228,h0295,,
229,h0297,,
230,h0298,,
231,h0299,,
232,h0301,,
233,h0302,,
234,h0303,,
235,h0304,,
236,h0305,,
237,h0306,,
238,h0307,,
239,h0310,,
240,h0311,,
241,h0312,,
242,h0313,,
243,h0314,,
244,h0315,,
245,h0316,,
246,h0317,,
247,h0318,,
248,h0319,,
249,h0320,,
250,h0322,,
