,train,val,test
0,h0001,h0028,h0062
1,h0003,h0046,h0071
2,h0004,h0053,h0087
3,h0005,h0067,h0149
4,h0006,h0083,h0316
5,h0008,h0187,h0379
6,h0009,h0188,h0413
7,h0010,h0195,h0542
8,h0012,h0208,h0592
9,h0013,h0306,h0646
10,h0016,h0312,h0647
11,h0017,h0372,h0759
12,h0018,h0377,h0839
13,h0019,h0390,h0873
14,h0020,h0412,h0888
15,h0021,h0430,h0903
16,h0022,h0483,h0925
17,h0023,h0490,h1011
18,h0025,h0623,h1016
19,h0026,h0673,h1060
20,h0027,h0853,h1077
21,h0030,h0858,h1092
22,h0031,h0924,h1133
23,h0032,h0975,h1344
24,h0033,h0982,h1386
25,h0034,h0984,h1397
26,h0035,h1107,h1457
27,h0036,h1134,h1472
28,h0038,h1143,h1504
29,h0039,h1173,h1574
30,h0040,h1183,h1585
31,h0041,h1186,h1629
32,h0042,h1240,h1635
33,h0043,h1281,h1644
34,h0044,h1291,h1701
35,h0045,h1479,h1704
36,h0048,h1494,h1707
37,h0049,h1536,h1730
38,h0050,h1633,h1746
39,h0051,h1697,h1874
40,h0054,h1742,h1954
41,h0055,h1802,h2122
42,h0056,h1878,h2165
43,h0057,h1880,h2167
44,h0060,h1892,h2194
45,h0061,h1894,h2204
46,h0063,h1926,h2297
47,h0064,h1973,h2320
48,h0066,h2294,h2387
49,h0069,h2364,h2405
50,h0070,h2494,h2488
51,h0072,h2495,h2491
52,h0073,h2557,h2497
53,h0074,h2602,h2540
54,h0075,h2728,h2543
55,h0076,h2898,h2596
56,h0078,h2905,h2614
57,h0079,h2912,h2661
58,h0080,h2942,h2774
59,h0081,h2992,h2872
60,h0082,h3029,h2884
61,h0084,h3057,h2945
62,h0085,h3074,h3091
63,h0088,h3148,h3459
64,h0090,h3222,h3470
65,h0091,h3223,h3513
66,h0093,h3249,h3529
67,h0094,h3294,h3579
68,h0095,h3327,h3583
69,h0096,h3335,h3626
70,h0097,h3502,h3660
71,h0098,h3537,h3744
72,h0100,h3563,h3812
73,h0101,h3719,h3816
74,h0102,h3792,h3885
75,h0103,h3796,h3921
76,h0104,h3860,h3966
77,h0105,h4022,h3969
78,h0107,h4035,h3994
79,h0108,h4039,h4142
80,h0111,h4102,h4157
81,h0112,h4159,h4171
82,h0113,h4179,h4244
83,h0114,h4189,h4363
84,h0115,h4246,h4440
85,h0116,h4264,h4449
86,h0117,h4286,h4483
87,h0118,h4345,h4508
88,h0119,h4467,h4540
89,h0120,h4476,h4568
90,h0121,h4607,h4625
91,h0122,h4652,h4637
92,h0123,h4655,h4650
93,h0124,h4722,h4673
94,h0125,h4739,h4766
95,h0126,h4829,h4780
96,h0127,h4844,h4862
97,h0129,h4852,h4922
98,h0131,h4985,h4935
99,h0132,h4992,h4967
100,h0133,tb0007,tb0026
101,h0134,tb0012,tb0029
102,h0135,tb0049,tb0053
103,h0137,tb0057,tb0073
104,h0138,tb0080,tb0075
105,h0140,tb0091,tb0086
