,train,val,test
0,h0001,h3860,h1746
1,h0003,h1479,h3529
2,h0004,h4722,h1585
3,h0005,h4039,h1954
4,h0006,h3335,h0646
5,h0008,h3057,h0316
6,h0009,h2364,h1386
7,h0010,h3148,h1629
8,h0012,h4992,h3583
9,h0013,h4467,h2497
10,h0016,h1697,h1077
11,h0017,h0412,h2167
12,h0018,h0377,h1635
13,h0019,h2294,h2540
14,h0020,h1536,h2194
15,h0021,h2557,h4780
16,h0022,h0430,h4935
17,h0023,h2728,h2614
18,h0025,h3537,h2320
19,h0026,h4829,h2405
20,h0027,h3074,h1472
21,h0030,h1240,h4142
22,h0031,h3719,h2165
23,h0032,h0673,h3459
24,h0033,h0984,h4157
25,h0034,h4246,h3994
26,h0035,h2494,h4508
27,h0036,h4345,h1011
28,h0038,h3563,h4625
29,h0039,h4035,h4637
30,h0040,h4264,h1344
31,h0041,h4655,h4440
32,h0042,h1143,h1092
33,h0043,h0924,h4766
34,h0044,h0195,h0873
35,h0045,h1892,h1457
36,h0048,h1281,h3579
37,h0049,h3222,h4363
38,h0050,h0083,h4171
39,h0051,h4159,h2204
40,h0054,h0982,h4967
41,h0055,h3502,h2884
42,h0056,h4022,h1060
43,h0057,h4844,h0925
44,h0060,h0623,h0759
45,h0061,h1742,h2122
46,h0063,h0188,h3816
47,h0064,h0490,h1701
48,h0066,h3796,h0542
49,h0069,h0975,h3885
50,h0070,h2495,h0592
51,h0072,h1134,h2491
52,h0073,h3294,h3921
53,h0074,h0028,h0413
54,h0075,h3327,h4650
55,h0076,h4476,h3626
56,h0078,h0053,h4568
57,h0079,h4852,h3744
58,h0080,h1107,h4449
59,h0081,h2992,h1133
60,h0082,h1186,h4862
61,h0084,h1633,h3969
62,h0085,h4189,h2872
63,h0088,h0853,h1397
64,h0090,h2942,h2543
65,h0091,h0858,h4244
66,h0093,h1926,h0379
67,h0094,h4739,h4673
68,h0095,h1173,h1504
69,h0096,h4286,h0071
70,h0097,h4102,h2945
71,h0098,h4985,h3660
72,h0100,h4607,h3470
73,h0101,h4179,h0062
74,h0102,h0312,h0149
75,h0103,h1973,h4483
76,h0104,h3249,h0888
77,h0105,h3792,h4540
78,h0107,h2898,h3812
79,h0108,h1291,h1644
80,h0111,h4652,h3091
81,h0112,h1494,h1874
82,h0113,h1802,h2596
83,h0114,h0483,h2387
84,h0115,h0390,h1704
85,h0116,h1183,h3966
86,h0117,h0372,h4922
87,h0118,h2905,h2297
88,h0119,h2602,h2488
89,h0120,h0187,h1574
90,h0121,h2912,h1707
91,h0122,h1878,h0087
92,h0123,h3223,h2661
93,h0124,h0208,h3513
94,h0125,h1880,h1730
95,h0126,h3029,h0903
96,h0127,h1894,h1016
97,h0129,h0046,h2774
98,h0131,h0306,h0839
99,h0132,h0067,h0647
100,h0133,tb0201,tb0751
101,h0134,tb0271,tb0142
102,h0135,tb0919,tb0197
103,h0137,tb0608,tb0725
104,h0138,tb1012,tb0784
105,h0140,tb0647,tb0026
106,h0141,tb1139,tb0107
107,h0142,tb0982,tb0804
108,h0143,tb0927,tb0942
109,h0144,tb0548,tb0126
110,h0145,tb0595,tb1192
111,h0146,tb0985,tb0867
112,h0147,tb0336,tb0299
113,h0150,tb0504,tb0786
114,h0152,tb0057,tb0777
115,h0153,tb0795,tb0226
116,h0154,tb1020,tb0277
117,h0155,tb0234,tb0136
118,h0156,tb0266,tb0433
119,h0157,tb0807,tb0168
120,h0158,tb0865,tb0376
121,h0159,tb0463,tb1156
122,h0160,tb0997,tb0029
123,h0161,tb0285,tb1100
124,h0163,tb0354,tb0953
125,h0164,tb0897,tb0378
126,h0165,tb1068,tb1023
127,h0166,tb0949,tb0659
128,h0167,tb0566,tb1067
129,h0168,tb0342,tb0681
130,h0169,tb0459,tb0307
131,h0170,tb0500,tb0708
132,h0171,tb0719,tb0303
133,h0172,tb1073,tb1049
134,h0174,tb1108,tb0620
135,h0176,tb0338,tb0668
136,h0178,tb1113,tb0639
137,h0179,tb0582,tb1181
138,h0180,tb1006,tb0350
139,h0181,tb0164,tb0260
140,h0182,tb0721,tb0398
141,h0184,tb0863,tb0075
142,h0186,tb0353,tb1092
143,h0189,tb0478,tb0880
144,h0190,tb0553,tb0323
145,h0192,tb1055,tb1194
146,h0193,tb0805,tb1180
147,h0194,tb0140,tb0118
148,h0196,tb0289,tb0833
149,h0198,tb0356,tb0864
150,h0199,tb0409,tb1107
151,h0201,tb0533,tb1041
152,h0202,tb0495,tb0981
153,h0203,tb0080,tb0521
154,h0204,tb1080,tb0794
155,h0209,tb0229,tb0086
156,h0210,tb0916,tb0509
157,h0212,tb1096,tb0174
158,h0213,tb1163,tb0987
159,h0214,tb0135,tb0841
160,h0216,tb1022,tb0179
161,h0217,tb0012,tb0567
162,h0218,tb0690,tb0858
163,h0219,tb0251,tb0419
164,h0221,tb0563,tb0365
165,h0223,tb0711,tb0124
166,h0224,tb0291,tb0680
167,h0225,tb1165,tb1034
168,h0227,tb0882,tb0871
169,h0230,tb0049,tb0666
170,h0231,tb0417,tb1152
171,h0232,tb0007,tb0738
172,h0233,tb1160,tb0397
173,h0234,tb0921,tb0361
174,h0235,tb0091,tb0559
175,h0236,tb1024,tb1197
176,h0237,tb0801,tb0837
177,h0238,tb0316,tb1124
178,h0239,tb0732,tb0346
179,h0241,tb0096,tb0298
180,h0242,tb0813,tb1168
181,h0243,tb0610,tb0073
182,h0244,tb1183,tb0539
183,h0245,tb0917,tb0846
184,h0246,tb0763,tb1161
185,h0247,tb0194,tb0839
186,h0248,tb1167,tb1099
187,h0249,tb0364,tb1015
188,h0250,tb0852,tb0532
189,h0251,tb0676,tb0288
190,h0252,tb0132,tb0053
191,h0254,tb0762,tb0750
192,h0255,tb0660,tb0273
193,h0258,tb0788,tb1174
194,h0259,tb0646,tb0716
195,h0261,tb0184,tb0817
196,h0262,tb0355,tb0888
197,h0263,tb1162,tb0141
198,h0264,tb0571,tb0435
199,h0265,tb0790,tb1134
200,h0267,,
201,h0268,,
202,h0269,,
203,h0270,,
204,h0272,,
205,h0273,,
206,h0276,,
207,h0277,,
208,h0278,,
209,h0279,,
210,h0281,,
211,h0282,,
212,h0283,,
213,h0284,,
214,h0285,,
215,h0286,,
216,h0287,,
217,h0288,,
218,h0289,,
219,h0290,,
220,h0291,,
221,h0292,,
222,h0293,,
223,h0294,,
224,h0295,,
225,h0297,,
226,h0298,,
227,h0299,,
228,h0301,,
229,h0302,,
230,h0303,,
231,h0304,,
232,h0305,,
233,h0307,,
234,h0310,,
235,h0311,,
236,h0313,,
237,h0314,,
238,h0315,,
239,h0317,,
240,h0318,,
241,h0319,,
242,h0320,,
243,h0321,,
244,h0322,,
245,h0323,,
246,h0325,,
247,h0326,,
248,h0327,,
249,h0328,,
250,h0329,,
251,h0330,,
252,h0331,,
253,h0332,,
254,h0333,,
255,h0334,,
256,h0335,,
257,h0337,,
258,h0338,,
259,h0340,,
260,h0341,,
261,h0343,,
262,h0345,,
263,h0346,,
264,h0347,,
265,h0349,,
266,h0350,,
267,h0351,,
268,h0353,,
269,h0354,,
270,h0355,,
271,h0356,,
272,h0357,,
273,h0358,,
274,h0359,,
275,h0360,,
276,h0362,,
277,h0363,,
278,h0364,,
279,h0366,,
280,h0368,,
281,h0369,,
282,h0370,,
283,h0371,,
284,h0374,,
285,h0375,,
286,h0376,,
287,h0378,,
288,h0381,,
289,h0382,,
290,h0383,,
291,h0385,,
292,h0386,,
293,h0387,,
294,h0388,,
295,h0389,,
296,h0391,,
297,h0392,,
298,h0393,,
299,h0394,,
300,h0395,,
301,h0396,,
302,h0397,,
303,h0399,,
304,h0401,,
305,h0402,,
306,h0405,,
307,h0406,,
308,h0407,,
309,h0408,,
310,h0409,,
311,h0414,,
312,h0415,,
313,h0416,,
314,h0417,,
315,h0418,,
316,h0419,,
317,h0420,,
318,h0421,,
319,h0422,,
320,h0423,,
321,h0424,,
322,h0425,,
323,h0426,,
324,h0427,,
325,h0428,,
326,h0429,,
327,h0432,,
328,h0433,,
329,h0434,,
330,h0435,,
331,h0436,,
332,h0438,,
333,h0439,,
334,h0440,,
335,h0443,,
336,h0444,,
337,h0445,,
338,h0446,,
