,train,val,test
h0001,True,False,False
h0003,True,False,False
h0004,True,False,False
h0005,True,False,False
h0006,True,False,False
h0008,True,False,False
h0009,True,False,False
h0010,True,False,False
h0012,True,False,False
h0013,True,False,False
h0016,True,False,False
h0017,True,False,False
h0018,True,False,False
h0019,True,False,False
h0020,True,False,False
h0021,True,False,False
h0022,True,False,False
h0023,True,False,False
h0025,True,False,False
h0026,True,False,False
h0027,True,False,False
h0030,True,False,False
h0031,True,False,False
h0032,True,False,False
h0033,True,False,False
h0034,True,False,False
h0035,True,False,False
h0036,True,False,False
h0038,True,False,False
h0039,True,False,False
h0040,True,False,False
h0041,True,False,False
h0042,True,False,False
h0043,True,False,False
h0044,True,False,False
h0045,True,False,False
h0048,True,False,False
h0049,True,False,False
h0050,True,False,False
h0051,True,False,False
h0054,True,False,False
h0055,True,False,False
h0056,True,False,False
h0057,True,False,False
h0060,True,False,False
h0061,True,False,False
h0063,True,False,False
h0064,True,False,False
h0066,True,False,False
h0069,True,False,False
h0070,True,False,False
h0072,True,False,False
h0073,True,False,False
h0074,True,False,False
h0075,True,False,False
h0076,True,False,False
h0078,True,False,False
h0079,True,False,False
h0080,True,False,False
h0081,True,False,False
h0082,True,False,False
h0084,True,False,False
h0085,True,False,False
h0088,True,False,False
h0090,True,False,False
h0091,True,False,False
h0093,True,False,False
h0094,True,False,False
h0095,True,False,False
h0096,True,False,False
h0097,True,False,False
h0098,True,False,False
h0100,True,False,False
h0101,True,False,False
h0102,True,False,False
h0103,True,False,False
h0104,True,False,False
h0105,True,False,False
h0107,True,False,False
h0108,True,False,False
h0111,True,False,False
h0112,True,False,False
h0113,True,False,False
h0114,True,False,False
h0115,True,False,False
h0116,True,False,False
h0117,True,False,False
h0118,True,False,False
h0119,True,False,False
h0120,True,False,False
h0121,True,False,False
h0122,True,False,False
h0123,True,False,False
h0124,True,False,False
h0125,True,False,False
h0126,True,False,False
h0127,True,False,False
h0129,True,False,False
h0131,True,False,False
h0132,True,False,False
h0133,True,False,False
h0134,True,False,False
h0135,True,False,False
h0137,True,False,False
h0138,True,False,False
h0140,True,False,False
h0141,True,False,False
h0142,True,False,False
h0143,True,False,False
h0144,True,False,False
h0145,True,False,False
h0146,True,False,False
h0147,True,False,False
h0150,True,False,False
h0152,True,False,False
h0153,True,False,False
h0154,True,False,False
h0155,True,False,False
h0156,True,False,False
h0157,True,False,False
h0158,True,False,False
h0159,True,False,False
h0160,True,False,False
h0161,True,False,False
h0163,True,False,False
h0164,True,False,False
h0165,True,False,False
h0166,True,False,False
h0167,True,False,False
h0168,True,False,False
h0169,True,False,False
h0170,True,False,False
h0171,True,False,False
h0172,True,False,False
h0174,True,False,False
h0176,True,False,False
h0178,True,False,False
h0179,True,False,False
h0180,True,False,False
h0181,True,False,False
h0182,True,False,False
h0184,True,False,False
h0186,True,False,False
h0189,True,False,False
h0190,True,False,False
h0192,True,False,False
h0193,True,False,False
h0194,True,False,False
h0196,True,False,False
h0198,True,False,False
h0199,True,False,False
h0201,True,False,False
h0202,True,False,False
h0203,True,False,False
h0204,True,False,False
h0209,True,False,False
h0210,True,False,False
h0212,True,False,False
h0213,True,False,False
h0214,True,False,False
h0216,True,False,False
h0217,True,False,False
h0218,True,False,False
h0219,True,False,False
h0221,True,False,False
h0223,True,False,False
h0224,True,False,False
h0225,True,False,False
h0227,True,False,False
h0230,True,False,False
h0231,True,False,False
h0232,True,False,False
h0233,True,False,False
h0234,True,False,False
h0235,True,False,False
h0236,True,False,False
h0237,True,False,False
h0238,True,False,False
h0239,True,False,False
h0241,True,False,False
h0242,True,False,False
h0243,True,False,False
h0244,True,False,False
h0245,True,False,False
h0246,True,False,False
h0247,True,False,False
h0248,True,False,False
h0249,True,False,False
h0250,True,False,False
h0251,True,False,False
h0252,True,False,False
h0254,True,False,False
h0255,True,False,False
h0258,True,False,False
h0259,True,False,False
h0261,True,False,False
h0262,True,False,False
h0263,True,False,False
h0264,True,False,False
h0265,True,False,False
h0267,True,False,False
h0268,True,False,False
h0269,True,False,False
h0270,True,False,False
h0272,True,False,False
h0273,True,False,False
h0276,True,False,False
h0277,True,False,False
h0278,True,False,False
h0279,True,False,False
h0281,True,False,False
h0282,True,False,False
h0283,True,False,False
h0284,True,False,False
h0285,True,False,False
h0286,True,False,False
h0287,True,False,False
h0288,True,False,False
h0289,True,False,False
h0290,True,False,False
h0291,True,False,False
h0292,True,False,False
h0293,True,False,False
h0294,True,False,False
h0295,True,False,False
h0297,True,False,False
h0298,True,False,False
h0299,True,False,False
h0301,True,False,False
h0302,True,False,False
h0303,True,False,False
h0304,True,False,False
h0305,True,False,False
h0307,True,False,False
h0310,True,False,False
h0311,True,False,False
h0313,True,False,False
h0314,True,False,False
h0315,True,False,False
h0317,True,False,False
h0318,True,False,False
h0319,True,False,False
h0320,True,False,False
h0321,True,False,False
h0322,True,False,False
h0323,True,False,False
h0325,True,False,False
h0326,True,False,False
h0327,True,False,False
h0328,True,False,False
h0329,True,False,False
h0330,True,False,False
h0331,True,False,False
h0332,True,False,False
h0333,True,False,False
h0334,True,False,False
h0335,True,False,False
h0337,True,False,False
h0338,True,False,False
h0340,True,False,False
h0341,True,False,False
h0343,True,False,False
h0345,True,False,False
h0346,True,False,False
h0347,True,False,False
h0349,True,False,False
h0350,True,False,False
h0351,True,False,False
h0353,True,False,False
h0354,True,False,False
h0355,True,False,False
h0356,True,False,False
h0357,True,False,False
h0358,True,False,False
h0359,True,False,False
h0360,True,False,False
h0362,True,False,False
h0363,True,False,False
h0364,True,False,False
h0366,True,False,False
h0368,True,False,False
h0369,True,False,False
h0370,True,False,False
h0371,True,False,False
h0374,True,False,False
h0375,True,False,False
h0376,True,False,False
h0378,True,False,False
h0381,True,False,False
h0382,True,False,False
h0383,True,False,False
h0385,True,False,False
h0386,True,False,False
h0387,True,False,False
h0388,True,False,False
h0389,True,False,False
h0391,True,False,False
h0392,True,False,False
h0393,True,False,False
h0394,True,False,False
h0395,True,False,False
h0396,True,False,False
h0397,True,False,False
h0399,True,False,False
h0401,True,False,False
h0402,True,False,False
h0405,True,False,False
h0406,True,False,False
h0407,True,False,False
h0408,True,False,False
h0409,True,False,False
h0414,True,False,False
h0415,True,False,False
h0416,True,False,False
h0417,True,False,False
h0418,True,False,False
h0419,True,False,False
h0420,True,False,False
h0421,True,False,False
h0422,True,False,False
h0423,True,False,False
h0424,True,False,False
h0425,True,False,False
h0426,True,False,False
h0427,True,False,False
h0428,True,False,False
h0429,True,False,False
h0432,True,False,False
h0433,True,False,False
h0434,True,False,False
h0435,True,False,False
h0436,True,False,False
h0438,True,False,False
h0439,True,False,False
h0440,True,False,False
h0443,True,False,False
h0444,True,False,False
h0445,True,False,False
h0446,True,False,False
h0447,True,False,False
h0448,True,False,False
h0449,True,False,False
h0450,True,False,False
h0451,True,False,False
h0453,True,False,False
h0454,True,False,False
h0455,True,False,False
h0457,True,False,False
h0458,True,False,False
h0460,True,False,False
h0462,True,False,False
h0463,True,False,False
h0464,True,False,False
h0466,True,False,False
h0467,True,False,False
h0468,True,False,False
h0471,True,False,False
h0472,True,False,False
h0473,True,False,False
h0474,True,False,False
h0475,True,False,False
h0476,True,False,False
h0477,True,False,False
h0478,True,False,False
h0479,True,False,False
h0480,True,False,False
h0481,True,False,False
h0482,True,False,False
h0485,True,False,False
h0487,True,False,False
h0489,True,False,False
h0492,True,False,False
h0494,True,False,False
h0495,True,False,False
h0496,True,False,False
h0498,True,False,False
h0500,True,False,False
h0501,True,False,False
h0503,True,False,False
h0504,True,False,False
h0507,True,False,False
h0508,True,False,False
h0510,True,False,False
h0511,True,False,False
h0512,True,False,False
h0515,True,False,False
h0517,True,False,False
h0518,True,False,False
h0519,True,False,False
h0520,True,False,False
h0521,True,False,False
h0523,True,False,False
h0524,True,False,False
h0527,True,False,False
h0528,True,False,False
h0529,True,False,False
h0530,True,False,False
h0533,True,False,False
h0534,True,False,False
h0535,True,False,False
h0536,True,False,False
h0538,True,False,False
h0541,True,False,False
h0544,True,False,False
h0546,True,False,False
h0547,True,False,False
h0548,True,False,False
h0549,True,False,False
h0550,True,False,False
h0551,True,False,False
h0552,True,False,False
h0553,True,False,False
h0554,True,False,False
h0555,True,False,False
h0556,True,False,False
h0557,True,False,False
h0559,True,False,False
h0561,True,False,False
h0564,True,False,False
h0567,True,False,False
h0568,True,False,False
h0569,True,False,False
h0570,True,False,False
h0571,True,False,False
h0572,True,False,False
h0575,True,False,False
h0576,True,False,False
h0577,True,False,False
h0578,True,False,False
h0581,True,False,False
h0582,True,False,False
h0583,True,False,False
h0584,True,False,False
h0585,True,False,False
h0586,True,False,False
h0588,True,False,False
h0589,True,False,False
h0590,True,False,False
h0593,True,False,False
h0596,True,False,False
h0597,True,False,False
h0598,True,False,False
h0599,True,False,False
h0600,True,False,False
h0603,True,False,False
h0605,True,False,False
h0606,True,False,False
h0607,True,False,False
h0609,True,False,False
h0610,True,False,False
h0614,True,False,False
h0615,True,False,False
h0616,True,False,False
h0617,True,False,False
h0618,True,False,False
h0619,True,False,False
h0621,True,False,False
h0625,True,False,False
h0626,True,False,False
h0629,True,False,False
h0632,True,False,False
h0634,True,False,False
h0635,True,False,False
h0636,True,False,False
h0638,True,False,False
h0639,True,False,False
h0640,True,False,False
h0641,True,False,False
h0642,True,False,False
h0643,True,False,False
h0644,True,False,False
h0645,True,False,False
h0648,True,False,False
h0649,True,False,False
h0651,True,False,False
h0652,True,False,False
h0654,True,False,False
h0656,True,False,False
h0657,True,False,False
h0658,True,False,False
h0659,True,False,False
h0661,True,False,False
h0662,True,False,False
h0665,True,False,False
h0667,True,False,False
h0668,True,False,False
h0669,True,False,False
h0674,True,False,False
h0675,True,False,False
h0677,True,False,False
h0678,True,False,False
h0679,True,False,False
h0680,True,False,False
h0681,True,False,False
h0682,True,False,False
h0684,True,False,False
h0685,True,False,False
h0686,True,False,False
h0687,True,False,False
h0688,True,False,False
h0689,True,False,False
h0690,True,False,False
h0691,True,False,False
h0692,True,False,False
h0693,True,False,False
h0694,True,False,False
h0695,True,False,False
h0697,True,False,False
h0698,True,False,False
h0700,True,False,False
h0701,True,False,False
h0702,True,False,False
h0704,True,False,False
h0707,True,False,False
h0709,True,False,False
h0710,True,False,False
h0711,True,False,False
h0712,True,False,False
h0713,True,False,False
h0714,True,False,False
h0715,True,False,False
h0716,True,False,False
h0717,True,False,False
h0719,True,False,False
h0722,True,False,False
h0723,True,False,False
h0726,True,False,False
h0727,True,False,False
h0728,True,False,False
h0729,True,False,False
h0730,True,False,False
h0732,True,False,False
h0733,True,False,False
h0734,True,False,False
h0737,True,False,False
h0738,True,False,False
h0739,True,False,False
h0741,True,False,False
h0742,True,False,False
h0743,True,False,False
h0744,True,False,False
h0745,True,False,False
h0746,True,False,False
h0748,True,False,False
h0749,True,False,False
h0750,True,False,False
h0751,True,False,False
h0753,True,False,False
h0756,True,False,False
h0758,True,False,False
h0760,True,False,False
h0762,True,False,False
h0763,True,False,False
h0764,True,False,False
h0766,True,False,False
h0767,True,False,False
h0769,True,False,False
h0770,True,False,False
h0771,True,False,False
h0772,True,False,False
h0775,True,False,False
h0776,True,False,False
h0778,True,False,False
h0779,True,False,False
h0780,True,False,False
h0781,True,False,False
h0782,True,False,False
h0783,True,False,False
h0786,True,False,False
h0787,True,False,False
h0788,True,False,False
h0790,True,False,False
h0791,True,False,False
h0794,True,False,False
h0795,True,False,False
h0796,True,False,False
h0799,True,False,False
h0801,True,False,False
h0802,True,False,False
h0804,True,False,False
h0805,True,False,False
h0806,True,False,False
h0807,True,False,False
h0808,True,False,False
h0810,True,False,False
h0811,True,False,False
h0812,True,False,False
h0813,True,False,False
h0814,True,False,False
h0817,True,False,False
h0818,True,False,False
h0819,True,False,False
h0821,True,False,False
h0823,True,False,False
h0825,True,False,False
h0827,True,False,False
h0828,True,False,False
h0831,True,False,False
h0832,True,False,False
h0834,True,False,False
h0835,True,False,False
h0836,True,False,False
h0837,True,False,False
h0838,True,False,False
h0840,True,False,False
h0841,True,False,False
h0842,True,False,False
h0843,True,False,False
h0845,True,False,False
h0846,True,False,False
h0847,True,False,False
h0849,True,False,False
h0850,True,False,False
h0851,True,False,False
h0852,True,False,False
h0854,True,False,False
h0856,True,False,False
h0857,True,False,False
h0859,True,False,False
h0860,True,False,False
h0862,True,False,False
h0863,True,False,False
h0864,True,False,False
h0865,True,False,False
h0866,True,False,False
h0867,True,False,False
h0868,True,False,False
h0870,True,False,False
h0871,True,False,False
