,train,val,test
0,h0001,h0023,h0129
1,h0003,h0026,h0135
2,h0004,h0098,h0213
3,h0005,h0117,h0219
4,h0006,h0121,h0245
5,h0008,h0125,h0385
6,h0009,h0133,h0393
7,h0010,h0198,h0417
8,h0012,h0210,h0426
9,h0013,h0243,h0487
10,h0016,h0250,h0495
11,h0017,h0412,h0501
12,h0018,h0454,h0553
13,h0019,h0478,h0584
14,h0020,h0629,h0610
15,h0021,h0701,h0632
16,h0022,h0794,h0685
17,h0025,h0868,h0686
18,h0027,h0872,h0810
19,h0028,h0890,h0878
20,h0030,h0952,h0935
21,h0031,h0970,h1006
22,h0032,h0982,h1125
23,h0033,h1009,h1145
24,h0034,h1052,h1189
25,h0035,h1192,h1238
26,h0036,h1243,h1262
27,h0038,h1334,h1295
28,h0039,h1350,h1313
29,h0040,h1386,h1339
30,h0041,h1424,h1580
31,h0042,h1445,h1581
32,h0043,h1452,h1603
33,h0044,h1486,h1658
34,h0045,h1604,h1706
35,h0046,h1608,h1739
36,h0048,h1677,h1770
37,h0049,h1775,h1799
38,h0050,h1818,h1805
39,h0051,h1826,h1908
40,h0053,h1930,h1910
41,h0054,h1970,h1934
42,h0055,h2027,h2242
43,h0056,h2071,h2296
44,h0057,h2174,h2364
45,h0060,h2183,h2433
46,h0061,h2186,h2543
47,h0062,h2288,h2819
48,h0063,h2317,h2827
49,h0064,h2353,h2848
50,h0066,h2368,h2855
51,h0067,h2482,h2872
52,h0069,h2590,h2880
53,h0070,h2626,h2890
54,h0071,h2768,h2907
55,h0072,h2779,h2923
56,h0073,h2815,h2926
57,h0074,h2821,h2953
58,h0075,h2849,h2962
59,h0076,h2920,h3093
60,h0078,h3068,h3156
61,h0079,h3113,h3207
62,h0080,h3135,h3245
63,h0081,h3159,h3347
64,h0082,h3168,h3418
65,h0083,h3280,h3563
66,h0084,h3428,h3594
67,h0085,h3431,h3625
68,h0087,h3437,h3675
69,h0088,h3476,h3706
70,h0090,h3513,h3712
71,h0091,h3517,h3850
72,h0093,h3553,h3868
73,h0094,h3618,h3977
74,h0095,h3639,h3992
75,h0096,h3640,h4033
76,h0097,h3782,h4044
77,h0100,h3870,h4061
78,h0101,h3919,h4115
79,h0102,h3924,h4117
80,h0103,h3993,h4158
81,h0104,h3996,h4173
82,h0105,h4154,h4188
83,h0107,h4157,h4203
84,h0108,h4204,h4212
85,h0111,h4259,h4252
86,h0112,h4279,h4294
87,h0113,h4324,h4313
88,h0114,h4392,h4350
